PeopleHistoricalId,area,full_name_4,full_name_5,full_name_6,full_name_7,FunctionType,Layer,Organization,RoleSummary,Role_identifier
0fc21e6d-b6c3-3591-8f26-6619ba4719011783209600,United States,Chiara Okonjo,Santiago Rossetti,Leila Nakamura,Leila Nakamura (Directs),Finance & Business Analytics,7,Quinn Sandoval,FINANCE ANALYTICS IC,IC
0fc21e6d-b6c3-3591-8f26-6619ba4719011783814400,United States,Chiara Okonjo,Santiago Rossetti,Leila Nakamura,Leila Nakamura (Directs),Finance & Business Analytics,7,Quinn Sandoval,FINANCE ANALYTICS IC,IC
0fc21e6d-b6c3-3591-8f26-6619ba4719011784419200,United States,Chiara Okonjo,Santiago Rossetti,Leila Nakamura,Leila Nakamura (Directs),Finance & Business Analytics,7,Quinn Sandoval,FINANCE ANALYTICS IC,IC
0fc21e6d-b6c3-3591-8f26-6619ba4719011785024000,United States,Chiara Okonjo,Santiago Rossetti,Leila Nakamura,Leila Nakamura (Directs),Finance & Business Analytics,7,Quinn Sandoval,FINANCE ANALYTICS IC,IC
0fc21e6d-b6c3-3591-8f26-6619ba4719011785628800,United States,Chiara Okonjo,Santiago Rossetti,Leila Nakamura,Leila Nakamura (Directs),Finance & Business Analytics,7,Quinn Sandoval,FINANCE ANALYTICS IC,IC
0fc21e6d-b6c3-3591-8f26-6619ba4719011786233600,United States,Chiara Okonjo,Santiago Rossetti,Leila Nakamura,Leila Nakamura (Directs),Finance & Business Analytics,7,Quinn Sandoval,FINANCE ANALYTICS IC,IC
1be87613-cc5f-3222-8424-0657ce78e9751771113600,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751771718400,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751772323200,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751772928000,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751773532800,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751774137600,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751774742400,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751775347200,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751775952000,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751776556800,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751777161600,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751777766400,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751778371200,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751778976000,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751779580800,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751780185600,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751780790400,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751781395200,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751782000000,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751782604800,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751783209600,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751783814400,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751784419200,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751785024000,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751785628800,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
1be87613-cc5f-3222-8424-0657ce78e9751786233600,Czechia,Tomas Novikov,Ingrid Draycott,Yuki Papadakis,Yuki Papadakis (Directs),Data Science,6,Felix Havelock,SENIOR DATA SCIENTIST,IC
098b79a7-ae35-37f5-53c7-57ec98e2a2281771113600,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281771718400,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281772323200,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281772928000,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281773532800,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281774137600,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281774742400,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281775347200,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281775952000,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281776556800,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281777161600,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281777766400,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281778371200,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281778976000,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281779580800,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281780185600,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281780790400,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281781395200,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281782000000,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281782604800,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281783209600,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281783814400,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281784419200,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281785024000,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281785628800,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
098b79a7-ae35-37f5-53c7-57ec98e2a2281786233600,Sweden,Freya Kelleher,Jonas Larsen,Talia Vidal,Yuki Mulready,IT Service Operations,5,Priya Bergstrom,IT SERVICE OPS M,Manager
07330834-3d03-3074-0e6c-062a98cede311771113600,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311771718400,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311772323200,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311772928000,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311773532800,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311774137600,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311774742400,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311775347200,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311775952000,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311776556800,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311777161600,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311777766400,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311778371200,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311778976000,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311779580800,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311780185600,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311780790400,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311781395200,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311782000000,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311782604800,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311783209600,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311783814400,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311784419200,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311785024000,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311785628800,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
07330834-3d03-3074-0e6c-062a98cede311786233600,Australia,Talia Draycott,Nadia Dunmore,Anders Bjornstad,Anders Bjornstad (Directs),Software Engineering,6,Emeka Rossetti,SOFTWARE ENGINEERING IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671771113600,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671771718400,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671772323200,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671772928000,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671773532800,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671774137600,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671774742400,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671775347200,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671775952000,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671776556800,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671777161600,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671777766400,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671778371200,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671778976000,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671779580800,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671780185600,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671780790400,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671781395200,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671782000000,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671782604800,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671783209600,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671783814400,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671784419200,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671785024000,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671785628800,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
2a77f5ba-8bcb-3452-e43e-c21d3eeb32671786233600,United States,Zoya Solberg,Nadia Aaltonen,Casper Petersen,Roisin Larsen,Product Management,8,Anders Delgado,PRODUCT MANAGEMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41771113600,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41771718400,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41772323200,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41772928000,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41773532800,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41774137600,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41774742400,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41775347200,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41775952000,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41776556800,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41777161600,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41777766400,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41778371200,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41778976000,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41779580800,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41780185600,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
20df474f-67f3-3e48-50c7-7e6f887f07b41780790400,Czechia,Wren Sato,Lars Odumbe,Ravi Rossetti,Ingrid Doheny,Software Development,7,Emeka Rossetti,SOFTWARE DEVELOPMENT IC,IC
